"timestamp","event_id","event_name","user","client_ip","database","query","normalized_query","query_length","query_entropy","is_system_table","scan_efficiency","is_admin_command","is_risky_command","has_comment","execution_time_ms","lock_time_ms","cpu_time_ms","program_name","connector_name","client_os","source_host","rows_returned","rows_examined","rows_affected","error_code","error_message","error_count","has_error","warning_count","created_tmp_disk_tables","created_tmp_tables","select_full_join","select_scan","sort_merge_passes","no_index_used","no_good_index_used","connection_type","behavior_type","is_anomaly","query_complexity","generation_strategy"
"2025-12-01T07:01:50.179138","4","statement/sql/select","dang_van_long","192.168.25.192","support_db","SELECT COUNT(*) FROM support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","36","4.5724","0","1.0","0","0","0","0.0007","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-726-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","UPDATE_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:00:21.169281","4","statement/sql/select","hoang_huu_son","192.168.25.60","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Phúc%' LIMIT 5","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","65","4.743","0","0.0","0","0","0","0.0008","0.0","0.0","chrome","libmysql","Win64","CUSTOMER_SERVICE-893-WS","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:01:51.510801","4","statement/sql/select","ta_minh_my","192.168.25.128","support_db","SELECT * FROM sales_db.orders INNER JOIN support_db.support_tickets st ON sales_db.orders.customer_id = st.customer_id WHERE st.subject LIKE '%equipment malfunction%' AND st.status = 'open' ORDER BY st.created_at DESC","SELECT * FROM `sales_db` . `orders` INNER JOIN `support_db` . `support_tickets` `st` ON `sales_db` . `orders` . `customer_id` = `st` . `customer_id` WHERE `st` . `subject` LIKE ? AND `st` . `status` = ? ORDER BY `st` . `created_at` DESC","217","4.8688","0","0.0","0","0","0","0.001","0.0","0.0","java","libmysql","Win64","CUSTOMER_SERVICE-663-PC","0","25","0","0","","0","0","0","0","0","0","0","0","0","0","unknown","SEARCH_TICKET","0","SIMPLE","ai_generation"
"2025-12-01T07:02:34.293966","4","statement/sql/select","kieu_quang_trung","192.168.25.26","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Thảo%' ORDER BY subject","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? ORDER BY SUBJECT","74","4.7418","0","0.0","0","0","0","0.001","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-330-LAPTOP","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:02:32.555466","4","statement/sql/select","cao_thanh_dat","192.168.25.228","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Nam%' LIMIT 5","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","64","4.7437","0","0.0","0","0","0","0.0009","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-582-LAPTOP","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:03:19.210024","4","statement/sql/select","kieu_quang_trung","192.168.25.26","support_db","-- status check
SELECT COUNT(*) FROM support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","52","4.6625","0","1.0","0","0","1","0.0004","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-330-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:02:46.021872","4","statement/sql/select","dang_van_long","192.168.25.192","support_db","/* check */ SELECT  *  FROM  support_tickets  LIMIT  10","SELECT * FROM `support_tickets` LIMIT ?","55","4.2837","0","0.909091","0","0","1","0.0007","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-726-LAPTOP","10","10","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:03:30.285187","4","statement/sql/select","cao_thanh_dat","192.168.25.228","support_db","SELECT st.ticket_id, st.subject, st.status FROM sales_db.orders o INNER JOIN support_db.support_tickets st ON o.customer_id = st.customer_id","SELECT `st` . `ticket_id` , `st` . `subject` , `st` . `status` FROM `sales_db` . `orders` `o` INNER JOIN `support_db` . `support_tickets` `st` ON `o` . `customer_id` = `st` . `customer_id`","140","4.5023","0","0.659933","0","0","0","0.0017","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-582-LAPTOP","196","296","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","ai_generation"
"2025-12-01T07:02:56.192808","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT * FROM sales_db.orders INNER JOIN support_db.support_tickets st ON sales_db.orders.customer_id = st.customer_id WHERE st.subject LIKE '%equipment malfunction%' AND st.status = 'open' ORDER BY st.created_at DESC","SELECT * FROM `sales_db` . `orders` INNER JOIN `support_db` . `support_tickets` `st` ON `sales_db` . `orders` . `customer_id` = `st` . `customer_id` WHERE `st` . `subject` LIKE ? AND `st` . `status` = ? ORDER BY `st` . `created_at` DESC","217","4.8688","0","0.0","0","0","0","0.0006","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","0","25","0","0","","0","0","0","0","0","0","0","0","0","0","unknown","SEARCH_TICKET","0","SIMPLE","ai_generation"
"2025-12-01T07:03:04.381485","4","statement/sql/select","phan_thu_hanh","192.168.25.156","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Phúc%' LIMIT 5","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","65","4.743","0","0.0","0","0","0","0.0006","0.0","0.0","httpd","libmysql","Windows","CUSTOMER_SERVICE-269-PC","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:02:58.524399","4","statement/sql/select","bui_cong_long","192.168.25.153","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Thảo%' LIMIT 10","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7541","0","0.0","0","0","0","0.0006","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-140-PC","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:02:55.415182","4","statement/sql/select","huynh_huong_anh","192.168.25.26","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Phúc%' LIMIT 10","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7844","0","0.0","0","0","0","0.0004","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-660-LAPTOP","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:03:07.195015","4","statement/sql/select","doan_mai_xuan","192.168.25.115","support_db","select  COUNT(*)  from  support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","39","4.2336","0","1.0","0","0","0","0.0002","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-725-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:03:06.143160","4","statement/sql/select","vu_ngoc_nga","192.168.25.68","support_db","select COUNT(*) from support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","36","4.3292","0","1.0","0","0","0","0.0004","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-304-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:05:18.881607","4","statement/sql/select","vu_ngoc_nga","192.168.25.68","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Linh%' LIMIT 10","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7467","0","0.0","0","0","0","0.0005","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-304-LAPTOP","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:04:10.452662","4","statement/sql/select","dang_van_long","192.168.25.192","support_db","SELECT * FROM support_tickets LIMIT 10","SELECT * FROM `support_tickets` LIMIT ?","38","4.4489","0","0.909091","0","0","0","0.0003","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-726-LAPTOP","10","10","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","UPDATE_TICKET","0","SIMPLE","fallback"
"2025-12-01T07:03:49.479504","4","statement/sql/select","phan_duc_khang","192.168.25.166","sales_db","select * from customers LIMIT 5","SELECT * FROM `customers` LIMIT ?","31","3.8858","0","0.833333","0","0","0","0.0004","0.0","0.0","java","libmysql","Win64","CUSTOMER_SERVICE-786-PC","5","5","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_CUSTOMER","0","SIMPLE","context_aware"
"2025-12-01T07:05:04.567194","4","statement/sql/select","phan_thu_hanh","192.168.25.156","support_db","SELECT * FROM support_tickets LIMIT 5","SELECT * FROM `support_tickets` LIMIT ?","37","4.3888","0","0.833333","0","0","0","0.0002","0.0","0.0","httpd","libmysql","Windows","CUSTOMER_SERVICE-269-PC","5","5","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:04:54.313860","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT st.ticket_id, st.subject, st.status FROM support_db.support_tickets st","SELECT `st` . `ticket_id` , `st` . `subject` , `st` . `status` FROM `support_db` . `support_tickets` `st`","77","4.2687","0","0.990099","0","0","0","0.0003","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","100","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","ai_generation"
"2025-12-01T07:05:20.576334","4","statement/sql/select","doan_mai_xuan","192.168.25.115","support_db","SELECT * FROM support_db.support_tickets WHERE (subject LIKE N'%Tìm kiếm hóa đơn bị lỗi%' AND status = 'open') OR (status = 'closed')","SELECT * FROM `support_db` . `support_tickets` WHERE ( SUBJECT LIKE ? AND STATUS = ? ) OR ( STATUS = ? )","133","5.0732","0","0.178218","0","0","0","0.0007","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-725-LAPTOP","18","100","0","0","","0","0","1","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","ai_generation"
"2025-12-01T07:02:57.877665","4","statement/sql/select","dong_minh_thu","192.168.25.242","sales_db","SELECT  COUNT(*)  FROM  customers","SELECT COUNT ( * ) FROM `customers`","33","4.2714","0","1.0","0","0","0","0.0003","0.0","0.0","java","libmysql","Win64","CUSTOMER_SERVICE-145-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_CUSTOMER","0","SIMPLE","context_aware"
"2025-12-01T07:06:14.914885","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT * FROM support_tickets LIMIT 10","SELECT * FROM `support_tickets` LIMIT ?","38","4.4489","0","0.909091","0","0","0","0.0004","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","10","10","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","UPDATE_TICKET","0","SIMPLE","fallback"
"2025-12-01T07:03:03.257961","4","statement/sql/create_view","ta_quang_an","192.168.25.26","sales_db","CREATE OR REPLACE VIEW VIEW_ORDER_DETAILS AS SELECT c.customer_id, c.company_name, c.contact_person FROM sales_db.customers AS c","CREATE OR REPLACE VIEW `VIEW_ORDER_DETAILS` AS SELECT `c` . `customer_id` , `c` . `company_name` , `c` . `contact_person` FROM `sales_db` . `customers` AS `c`","128","4.7989","0","0.0","0","0","0","0.0003","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-818-PC","0","0","0","1142","CREATE VIEW command denied to user 'ta_quang_an'@'192.168.25.26' for table 'view_order_details'","1","1","0","0","0","0","0","0","0","0","unknown","VIEW_CUSTOMER","0","SIMPLE","ai_generation"
"2025-12-01T07:06:36.597862","4","statement/sql/select","hoang_huu_son","192.168.25.60","support_db","SELECT  COUNT(*)  FROM  support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","39","4.4581","0","1.0","0","0","0","0.0003","0.0","0.0","chrome","libmysql","Win64","CUSTOMER_SERVICE-893-WS","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:06:05.791512","4","statement/sql/select","dang_van_long","192.168.25.192","support_db","/* check */ SELECT * FROM support_tickets LIMIT 20","SELECT * FROM `support_tickets` LIMIT ?","50","4.4786","0","0.952381","0","0","1","0.0003","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-726-LAPTOP","20","20","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:06:49.381485","4","statement/sql/select","ta_quang_an","192.168.25.26","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Hoa%' LIMIT 15","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","65","4.7239","0","0.009901","0","0","0","0.0005","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-818-PC","1","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:06:57.680883","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT st.ticket_id, st.subject, st.status FROM sales_db.orders o INNER JOIN support_db.support_tickets st ON o.customer_id = st.customer_id","SELECT `st` . `ticket_id` , `st` . `subject` , `st` . `status` FROM `sales_db` . `orders` `o` INNER JOIN `support_db` . `support_tickets` `st` ON `o` . `customer_id` = `st` . `customer_id`","140","4.5023","0","0.659933","0","0","0","0.001","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","196","296","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","ai_generation"
"2025-12-01T07:06:26.099052","4","statement/sql/select","doan_mai_xuan","192.168.25.115","support_db","SELECT COUNT(*) FROM support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","36","4.5724","0","1.0","0","0","0","0.0003","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-725-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:07:08.683090","4","statement/sql/select","hoang_huu_son","192.168.25.60","support_db","-- status check
SELECT * FROM support_tickets LIMIT 20","SELECT * FROM `support_tickets` LIMIT ?","54","4.5694","0","0.952381","0","0","1","0.0004","0.0","0.0","chrome","libmysql","Win64","CUSTOMER_SERVICE-893-WS","20","20","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","UPDATE_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:07:11.137419","4","statement/sql/select","dang_van_long","192.168.25.192","support_db","select  COUNT(*)  from  support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","39","4.2336","0","1.0","0","0","0","0.0003","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-726-LAPTOP","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","UPDATE_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:07:35.058861","4","statement/sql/select","ta_quang_an","192.168.25.26","support_db","SELECT  COUNT(*)  FROM  support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","39","4.4581","0","1.0","0","0","0","0.0002","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-818-PC","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:07:33.860664","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Linh%' LIMIT 10","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7467","0","0.0","0","0","0","0.0006","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:07:57.503157","4","statement/sql/select","hoang_huu_son","192.168.25.60","support_db","select COUNT(*) from support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","36","4.3292","0","1.0","0","0","0","0.0002","0.0","0.0","chrome","libmysql","Win64","CUSTOMER_SERVICE-893-WS","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:08:01.220484","4","statement/sql/select","dang_van_long","192.168.25.192","support_db","/* audit */ SELECT * FROM support_tickets LIMIT 20","SELECT * FROM `support_tickets` LIMIT ?","50","4.5088","0","0.952381","0","0","1","0.0003","0.0","0.0","ODBC","libmysql","Win64","CUSTOMER_SERVICE-726-LAPTOP","20","20","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:08:05.568237","4","statement/sql/select","ta_quang_an","192.168.25.26","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Hùng%' LIMIT 20","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7959","0","0.0","0","0","0","0.0005","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-818-PC","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:08:22.593184","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Trang%' LIMIT 20","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","67","4.7951","0","0.0","0","0","0","0.0006","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:08:59.972019","4","statement/sql/select","hoang_huu_son","192.168.25.60","support_db","SELECT * FROM support_tickets LIMIT 10","SELECT * FROM `support_tickets` LIMIT ?","38","4.4489","0","0.909091","0","0","0","0.0004","0.0","0.0","chrome","libmysql","Win64","CUSTOMER_SERVICE-893-WS","10","10","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","UPDATE_TICKET","0","SIMPLE","fallback"
"2025-12-01T07:09:01.949987","4","statement/sql/select","ta_quang_an","192.168.25.26","support_db","SELECT  *  FROM  support_tickets  LIMIT  20","SELECT * FROM `support_tickets` LIMIT ?","43","4.2176","0","0.952381","0","0","0","0.0003","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-818-PC","20","20","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:09:16.139946","4","statement/sql/select","luong_mai_hong","192.168.25.154","support_db","SELECT  *  FROM  support_tickets  LIMIT  5","SELECT * FROM `support_tickets` LIMIT ?","42","4.1548","0","0.833333","0","0","0","0.0003","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-841-PC","5","5","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:09:38.357649","4","statement/sql/select","hoang_huu_son","192.168.25.60","support_db","select  COUNT(*)  from  support_tickets","SELECT COUNT ( * ) FROM `support_tickets`","39","4.2336","0","1.0","0","0","0","0.0003","0.0","0.0","chrome","libmysql","Win64","CUSTOMER_SERVICE-893-WS","1","0","0","0","","0","0","0","0","0","0","1","0","0","0","unknown","VIEW_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:09:37.561998","4","statement/sql/select","ta_quang_an","192.168.25.26","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Phúc%' LIMIT 15","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7844","0","0.0","0","0","0","0.0005","0.0","0.0","chrome","libmysql","Windows","CUSTOMER_SERVICE-818-PC","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
"2025-12-01T07:09:33.216391","4","statement/sql/select","kieu_quang_trung","192.168.25.26","support_db","SELECT * FROM support_tickets WHERE subject LIKE '%Tuấn%' LIMIT 10","SELECT * FROM `support_tickets` WHERE SUBJECT LIKE ? LIMIT ?","66","4.7427","0","0.0","0","0","0","0.0004","0.0","0.0","ODBC","libmysql","Windows","CUSTOMER_SERVICE-330-LAPTOP","0","100","0","0","","0","0","0","0","0","0","1","0","1","0","unknown","SEARCH_TICKET","0","SIMPLE","context_aware"
